gloss,count,files_names
BOY,32,BOY 1.npy;BOY 10.npy;BOY 11.npy;BOY 12.npy;BOY 13.npy;BOY 14.npy;BOY 15.npy;BOY 16.npy;BOY 17.npy;BOY 18.npy;BOY 19.npy;BOY 2.npy;BOY 20.npy;BOY 21.npy;BOY 22.npy;BOY 23.npy;BOY 24.npy;BOY 25.npy;BOY 26.npy;BOY 27.npy;BOY 28.npy;BOY 29.npy;BOY 3.npy;BOY 30.npy;BOY 31.npy;BOY 32.npy;BOY 4.npy;BOY 5.npy;BOY 6.npy;BOY 7.npy;BOY 8.npy;BOY 9.npy
WHAT FOR,89,WHAT FOR 1.npy;WHAT FOR 10.npy;WHAT FOR 11.npy;WHAT FOR 12.npy;WHAT FOR 13.npy;WHAT FOR 14.npy;WHAT FOR 15.npy;WHAT FOR 16.npy;WHAT FOR 17.npy;WHAT FOR 18.npy;WHAT FOR 19.npy;WHAT FOR 2.npy;WHAT FOR 20.npy;WHAT FOR 21.npy;WHAT FOR 22.npy;WHAT FOR 23.npy;WHAT FOR 24.npy;WHAT FOR 25.npy;WHAT FOR 26.npy;WHAT FOR 27.npy;WHAT FOR 28.npy;WHAT FOR 29.npy;WHAT FOR 3.npy;WHAT FOR 30.npy;WHAT FOR 31.npy;WHAT FOR 32.npy;WHAT FOR 33.npy;WHAT FOR 34.npy;WHAT FOR 35.npy;WHAT FOR 36.npy;WHAT FOR 37.npy;WHAT FOR 38.npy;WHAT FOR 39.npy;WHAT FOR 4.npy;WHAT FOR 40.npy;WHAT FOR 41.npy;WHAT FOR 42.npy;WHAT FOR 43.npy;WHAT FOR 44.npy;WHAT FOR 45.npy;WHAT FOR 46.npy;WHAT FOR 47.npy;WHAT FOR 48.npy;WHAT FOR 49.npy;WHAT FOR 5.npy;WHAT FOR 50.npy;WHAT FOR 51.npy;WHAT FOR 52.npy;WHAT FOR 53.npy;WHAT FOR 54.npy;WHAT FOR 55.npy;WHAT FOR 56.npy;WHAT FOR 57.npy;WHAT FOR 58.npy;WHAT FOR 59.npy;WHAT FOR 6.npy;WHAT FOR 60.npy;WHAT FOR 61.npy;WHAT FOR 62.npy;WHAT FOR 63.npy;WHAT FOR 64.npy;WHAT FOR 65.npy;WHAT FOR 66.npy;WHAT FOR 67.npy;WHAT FOR 68.npy;WHAT FOR 69.npy;WHAT FOR 7.npy;WHAT FOR 70.npy;WHAT FOR 71.npy;WHAT FOR 72.npy;WHAT FOR 73.npy;WHAT FOR 74.npy;WHAT FOR 75.npy;WHAT FOR 76.npy;WHAT FOR 77.npy;WHAT FOR 78.npy;WHAT FOR 79.npy;WHAT FOR 8.npy;WHAT FOR 80.npy;WHAT FOR 81.npy;WHAT FOR 82.npy;WHAT FOR 83.npy;WHAT FOR 84.npy;WHAT FOR 85.npy;WHAT FOR 86.npy;WHAT FOR 87.npy;WHAT FOR 88.npy;WHAT FOR 89.npy;WHAT FOR 9.npy
WISH,32,WISH 1.npy;WISH 10.npy;WISH 11.npy;WISH 12.npy;WISH 13.npy;WISH 14.npy;WISH 15.npy;WISH 16.npy;WISH 17.npy;WISH 18.npy;WISH 19.npy;WISH 2.npy;WISH 20.npy;WISH 21.npy;WISH 22.npy;WISH 23.npy;WISH 24.npy;WISH 25.npy;WISH 26.npy;WISH 27.npy;WISH 28.npy;WISH 29.npy;WISH 3.npy;WISH 30.npy;WISH 31.npy;WISH 32.npy;WISH 4.npy;WISH 5.npy;WISH 6.npy;WISH 7.npy;WISH 8.npy;WISH 9.npy
GET,31,GET 1.npy;GET 10.npy;GET 11.npy;GET 12.npy;GET 13.npy;GET 14.npy;GET 15.npy;GET 16.npy;GET 17.npy;GET 18.npy;GET 19.npy;GET 2.npy;GET 20.npy;GET 21.npy;GET 22.npy;GET 23.npy;GET 24.npy;GET 25.npy;GET 26.npy;GET 27.npy;GET 28.npy;GET 29.npy;GET 3.npy;GET 30.npy;GET 31.npy;GET 4.npy;GET 5.npy;GET 6.npy;GET 7.npy;GET 8.npy;GET 9.npy
BOOK,31,BOOK 1.npy;BOOK 10.npy;BOOK 11.npy;BOOK 12.npy;BOOK 13.npy;BOOK 14.npy;BOOK 15.npy;BOOK 16.npy;BOOK 17.npy;BOOK 18.npy;BOOK 19.npy;BOOK 2.npy;BOOK 20.npy;BOOK 21.npy;BOOK 22.npy;BOOK 23.npy;BOOK 24.npy;BOOK 25.npy;BOOK 26.npy;BOOK 27.npy;BOOK 28.npy;BOOK 29.npy;BOOK 3.npy;BOOK 30.npy;BOOK 31.npy;BOOK 4.npy;BOOK 5.npy;BOOK 6.npy;BOOK 7.npy;BOOK 8.npy;BOOK 9.npy
FAMILY,30,FAMILY 1.npy;FAMILY 10.npy;FAMILY 11.npy;FAMILY 12.npy;FAMILY 13.npy;FAMILY 14.npy;FAMILY 15.npy;FAMILY 16.npy;FAMILY 17.npy;FAMILY 18.npy;FAMILY 19.npy;FAMILY 2.npy;FAMILY 20.npy;FAMILY 21.npy;FAMILY 22.npy;FAMILY 23.npy;FAMILY 24.npy;FAMILY 25.npy;FAMILY 26.npy;FAMILY 27.npy;FAMILY 28.npy;FAMILY 29.npy;FAMILY 3.npy;FAMILY 30.npy;FAMILY 4.npy;FAMILY 5.npy;FAMILY 6.npy;FAMILY 7.npy;FAMILY 8.npy;FAMILY 9.npy
SAME,62,SAME 1.npy;SAME 10.npy;SAME 11.npy;SAME 12.npy;SAME 13.npy;SAME 14.npy;SAME 15.npy;SAME 16.npy;SAME 17.npy;SAME 18.npy;SAME 19.npy;SAME 2.npy;SAME 20.npy;SAME 21.npy;SAME 22.npy;SAME 23.npy;SAME 24.npy;SAME 25.npy;SAME 26.npy;SAME 27.npy;SAME 28.npy;SAME 29.npy;SAME 3.npy;SAME 30.npy;SAME 31.npy;SAME 32.npy;SAME 33.npy;SAME 34.npy;SAME 35.npy;SAME 36.npy;SAME 37.npy;SAME 38.npy;SAME 39.npy;SAME 4.npy;SAME 40.npy;SAME 41.npy;SAME 42.npy;SAME 43.npy;SAME 44.npy;SAME 45.npy;SAME 46.npy;SAME 47.npy;SAME 48.npy;SAME 49.npy;SAME 5.npy;SAME 50.npy;SAME 51.npy;SAME 52.npy;SAME 53.npy;SAME 54.npy;SAME 55.npy;SAME 56.npy;SAME 57.npy;SAME 58.npy;SAME 59.npy;SAME 6.npy;SAME 60.npy;SAME 61.npy;SAME 62.npy;SAME 7.npy;SAME 8.npy;SAME 9.npy
SLEEP,30,SLEEP 1.npy;SLEEP 10.npy;SLEEP 11.npy;SLEEP 12.npy;SLEEP 13.npy;SLEEP 14.npy;SLEEP 15.npy;SLEEP 16.npy;SLEEP 17.npy;SLEEP 18.npy;SLEEP 19.npy;SLEEP 2.npy;SLEEP 20.npy;SLEEP 21.npy;SLEEP 22.npy;SLEEP 23.npy;SLEEP 24.npy;SLEEP 25.npy;SLEEP 26.npy;SLEEP 27.npy;SLEEP 28.npy;SLEEP 29.npy;SLEEP 3.npy;SLEEP 30.npy;SLEEP 4.npy;SLEEP 5.npy;SLEEP 6.npy;SLEEP 7.npy;SLEEP 8.npy;SLEEP 9.npy
NUMBERS,30,NUMBERS 1.npy;NUMBERS 10.npy;NUMBERS 11.npy;NUMBERS 12.npy;NUMBERS 13.npy;NUMBERS 14.npy;NUMBERS 15.npy;NUMBERS 16.npy;NUMBERS 17.npy;NUMBERS 18.npy;NUMBERS 19.npy;NUMBERS 2.npy;NUMBERS 20.npy;NUMBERS 21.npy;NUMBERS 22.npy;NUMBERS 23.npy;NUMBERS 24.npy;NUMBERS 25.npy;NUMBERS 26.npy;NUMBERS 27.npy;NUMBERS 28.npy;NUMBERS 29.npy;NUMBERS 3.npy;NUMBERS 30.npy;NUMBERS 4.npy;NUMBERS 5.npy;NUMBERS 6.npy;NUMBERS 7.npy;NUMBERS 8.npy;NUMBERS 9.npy
NEW,31,NEW 1.npy;NEW 10.npy;NEW 11.npy;NEW 12.npy;NEW 13.npy;NEW 14.npy;NEW 15.npy;NEW 16.npy;NEW 17.npy;NEW 18.npy;NEW 19.npy;NEW 2.npy;NEW 20.npy;NEW 21.npy;NEW 22.npy;NEW 23.npy;NEW 24.npy;NEW 25.npy;NEW 26.npy;NEW 27.npy;NEW 28.npy;NEW 29.npy;NEW 3.npy;NEW 30.npy;NEW 31.npy;NEW 4.npy;NEW 5.npy;NEW 6.npy;NEW 7.npy;NEW 8.npy;NEW 9.npy
EXPERIENCE,32,EXPERIENCE 1.npy;EXPERIENCE 10.npy;EXPERIENCE 11.npy;EXPERIENCE 12.npy;EXPERIENCE 13.npy;EXPERIENCE 14.npy;EXPERIENCE 15.npy;EXPERIENCE 16.npy;EXPERIENCE 17.npy;EXPERIENCE 18.npy;EXPERIENCE 19.npy;EXPERIENCE 2.npy;EXPERIENCE 20.npy;EXPERIENCE 21.npy;EXPERIENCE 22.npy;EXPERIENCE 23.npy;EXPERIENCE 24.npy;EXPERIENCE 25.npy;EXPERIENCE 26.npy;EXPERIENCE 27.npy;EXPERIENCE 28.npy;EXPERIENCE 29.npy;EXPERIENCE 3.npy;EXPERIENCE 30.npy;EXPERIENCE 31.npy;EXPERIENCE 32.npy;EXPERIENCE 4.npy;EXPERIENCE 5.npy;EXPERIENCE 6.npy;EXPERIENCE 7.npy;EXPERIENCE 8.npy;EXPERIENCE 9.npy
CANADA,30,CANADA 1.npy;CANADA 10.npy;CANADA 11.npy;CANADA 12.npy;CANADA 13.npy;CANADA 14.npy;CANADA 15.npy;CANADA 16.npy;CANADA 17.npy;CANADA 18.npy;CANADA 19.npy;CANADA 2.npy;CANADA 20.npy;CANADA 21.npy;CANADA 22.npy;CANADA 23.npy;CANADA 24.npy;CANADA 25.npy;CANADA 26.npy;CANADA 27.npy;CANADA 28.npy;CANADA 29.npy;CANADA 3.npy;CANADA 30.npy;CANADA 4.npy;CANADA 5.npy;CANADA 6.npy;CANADA 7.npy;CANADA 8.npy;CANADA 9.npy
PLAY,32,PLAY 1.npy;PLAY 10.npy;PLAY 11.npy;PLAY 12.npy;PLAY 13.npy;PLAY 14.npy;PLAY 15.npy;PLAY 16.npy;PLAY 17.npy;PLAY 18.npy;PLAY 19.npy;PLAY 2.npy;PLAY 20.npy;PLAY 21.npy;PLAY 22.npy;PLAY 23.npy;PLAY 24.npy;PLAY 25.npy;PLAY 26.npy;PLAY 27.npy;PLAY 28.npy;PLAY 29.npy;PLAY 3.npy;PLAY 30.npy;PLAY 31.npy;PLAY 32.npy;PLAY 4.npy;PLAY 5.npy;PLAY 6.npy;PLAY 7.npy;PLAY 8.npy;PLAY 9.npy
SHOW,30,SHOW 1.npy;SHOW 10.npy;SHOW 11.npy;SHOW 12.npy;SHOW 13.npy;SHOW 14.npy;SHOW 15.npy;SHOW 16.npy;SHOW 17.npy;SHOW 18.npy;SHOW 19.npy;SHOW 2.npy;SHOW 20.npy;SHOW 21.npy;SHOW 22.npy;SHOW 23.npy;SHOW 24.npy;SHOW 25.npy;SHOW 26.npy;SHOW 27.npy;SHOW 28.npy;SHOW 29.npy;SHOW 3.npy;SHOW 30.npy;SHOW 4.npy;SHOW 5.npy;SHOW 6.npy;SHOW 7.npy;SHOW 8.npy;SHOW 9.npy
LAST,31,LAST 1.npy;LAST 10.npy;LAST 11.npy;LAST 12.npy;LAST 13.npy;LAST 14.npy;LAST 15.npy;LAST 16.npy;LAST 17.npy;LAST 18.npy;LAST 19.npy;LAST 2.npy;LAST 20.npy;LAST 21.npy;LAST 22.npy;LAST 23.npy;LAST 24.npy;LAST 25.npy;LAST 26.npy;LAST 27.npy;LAST 28.npy;LAST 29.npy;LAST 3.npy;LAST 30.npy;LAST 31.npy;LAST 4.npy;LAST 5.npy;LAST 6.npy;LAST 7.npy;LAST 8.npy;LAST 9.npy
FATHER,29,FATHER 1.npy;FATHER 10.npy;FATHER 11.npy;FATHER 12.npy;FATHER 13.npy;FATHER 14.npy;FATHER 15.npy;FATHER 16.npy;FATHER 17.npy;FATHER 18.npy;FATHER 19.npy;FATHER 2.npy;FATHER 20.npy;FATHER 21.npy;FATHER 22.npy;FATHER 23.npy;FATHER 24.npy;FATHER 25.npy;FATHER 26.npy;FATHER 27.npy;FATHER 28.npy;FATHER 29.npy;FATHER 3.npy;FATHER 4.npy;FATHER 5.npy;FATHER 6.npy;FATHER 7.npy;FATHER 8.npy;FATHER 9.npy
WAIT,30,WAIT 1.npy;WAIT 10.npy;WAIT 11.npy;WAIT 12.npy;WAIT 13.npy;WAIT 14.npy;WAIT 15.npy;WAIT 16.npy;WAIT 17.npy;WAIT 18.npy;WAIT 19.npy;WAIT 2.npy;WAIT 20.npy;WAIT 21.npy;WAIT 22.npy;WAIT 23.npy;WAIT 24.npy;WAIT 25.npy;WAIT 26.npy;WAIT 27.npy;WAIT 28.npy;WAIT 29.npy;WAIT 3.npy;WAIT 30.npy;WAIT 4.npy;WAIT 5.npy;WAIT 6.npy;WAIT 7.npy;WAIT 8.npy;WAIT 9.npy
BREAD,31,BREAD 1.npy;BREAD 10.npy;BREAD 11.npy;BREAD 12.npy;BREAD 13.npy;BREAD 14.npy;BREAD 15.npy;BREAD 16.npy;BREAD 17.npy;BREAD 18.npy;BREAD 19.npy;BREAD 2.npy;BREAD 20.npy;BREAD 21.npy;BREAD 22.npy;BREAD 23.npy;BREAD 24.npy;BREAD 25.npy;BREAD 26.npy;BREAD 27.npy;BREAD 28.npy;BREAD 29.npy;BREAD 3.npy;BREAD 30.npy;BREAD 31.npy;BREAD 4.npy;BREAD 5.npy;BREAD 6.npy;BREAD 7.npy;BREAD 8.npy;BREAD 9.npy
BREAK,30,BREAK 1.npy;BREAK 10.npy;BREAK 11.npy;BREAK 12.npy;BREAK 13.npy;BREAK 14.npy;BREAK 15.npy;BREAK 16.npy;BREAK 17.npy;BREAK 18.npy;BREAK 19.npy;BREAK 2.npy;BREAK 20.npy;BREAK 21.npy;BREAK 22.npy;BREAK 23.npy;BREAK 24.npy;BREAK 25.npy;BREAK 26.npy;BREAK 27.npy;BREAK 28.npy;BREAK 29.npy;BREAK 3.npy;BREAK 30.npy;BREAK 4.npy;BREAK 5.npy;BREAK 6.npy;BREAK 7.npy;BREAK 8.npy;BREAK 9.npy
BAD,30,BAD 1.npy;BAD 10.npy;BAD 11.npy;BAD 12.npy;BAD 13.npy;BAD 14.npy;BAD 15.npy;BAD 16.npy;BAD 17.npy;BAD 18.npy;BAD 19.npy;BAD 2.npy;BAD 20.npy;BAD 21.npy;BAD 22.npy;BAD 23.npy;BAD 24.npy;BAD 25.npy;BAD 26.npy;BAD 27.npy;BAD 28.npy;BAD 29.npy;BAD 3.npy;BAD 30.npy;BAD 4.npy;BAD 5.npy;BAD 6.npy;BAD 7.npy;BAD 8.npy;BAD 9.npy
LEARN,31,LEARN 1.npy;LEARN 10.npy;LEARN 11.npy;LEARN 12.npy;LEARN 13.npy;LEARN 14.npy;LEARN 15.npy;LEARN 16.npy;LEARN 17.npy;LEARN 18.npy;LEARN 19.npy;LEARN 2.npy;LEARN 20.npy;LEARN 21.npy;LEARN 22.npy;LEARN 23.npy;LEARN 24.npy;LEARN 25.npy;LEARN 26.npy;LEARN 27.npy;LEARN 28.npy;LEARN 29.npy;LEARN 3.npy;LEARN 30.npy;LEARN 31.npy;LEARN 4.npy;LEARN 5.npy;LEARN 6.npy;LEARN 7.npy;LEARN 8.npy;LEARN 9.npy
WHICH,32,WHICH 1.npy;WHICH 10.npy;WHICH 11.npy;WHICH 12.npy;WHICH 13.npy;WHICH 14.npy;WHICH 15.npy;WHICH 16.npy;WHICH 17.npy;WHICH 18.npy;WHICH 19.npy;WHICH 2.npy;WHICH 20.npy;WHICH 21.npy;WHICH 22.npy;WHICH 23.npy;WHICH 24.npy;WHICH 25.npy;WHICH 26.npy;WHICH 27.npy;WHICH 28.npy;WHICH 29.npy;WHICH 3.npy;WHICH 30.npy;WHICH 31.npy;WHICH 32.npy;WHICH 4.npy;WHICH 5.npy;WHICH 6.npy;WHICH 7.npy;WHICH 8.npy;WHICH 9.npy
WORRY,29,WORRY 1.npy;WORRY 10.npy;WORRY 11.npy;WORRY 12.npy;WORRY 13.npy;WORRY 14.npy;WORRY 15.npy;WORRY 16.npy;WORRY 17.npy;WORRY 18.npy;WORRY 19.npy;WORRY 2.npy;WORRY 20.npy;WORRY 21.npy;WORRY 22.npy;WORRY 23.npy;WORRY 24.npy;WORRY 25.npy;WORRY 26.npy;WORRY 27.npy;WORRY 28.npy;WORRY 29.npy;WORRY 3.npy;WORRY 4.npy;WORRY 5.npy;WORRY 6.npy;WORRY 7.npy;WORRY 8.npy;WORRY 9.npy
CANCEL,60,CANCEL 1.npy;CANCEL 10.npy;CANCEL 11.npy;CANCEL 12.npy;CANCEL 13.npy;CANCEL 14.npy;CANCEL 15.npy;CANCEL 16.npy;CANCEL 17.npy;CANCEL 18.npy;CANCEL 19.npy;CANCEL 2.npy;CANCEL 20.npy;CANCEL 21.npy;CANCEL 22.npy;CANCEL 23.npy;CANCEL 24.npy;CANCEL 25.npy;CANCEL 26.npy;CANCEL 27.npy;CANCEL 28.npy;CANCEL 29.npy;CANCEL 3.npy;CANCEL 30.npy;CANCEL 31.npy;CANCEL 32.npy;CANCEL 33.npy;CANCEL 34.npy;CANCEL 35.npy;CANCEL 36.npy;CANCEL 37.npy;CANCEL 38.npy;CANCEL 39.npy;CANCEL 4.npy;CANCEL 40.npy;CANCEL 41.npy;CANCEL 42.npy;CANCEL 43.npy;CANCEL 44.npy;CANCEL 45.npy;CANCEL 46.npy;CANCEL 47.npy;CANCEL 48.npy;CANCEL 49.npy;CANCEL 5.npy;CANCEL 50.npy;CANCEL 51.npy;CANCEL 52.npy;CANCEL 53.npy;CANCEL 54.npy;CANCEL 55.npy;CANCEL 56.npy;CANCEL 57.npy;CANCEL 58.npy;CANCEL 59.npy;CANCEL 6.npy;CANCEL 60.npy;CANCEL 7.npy;CANCEL 8.npy;CANCEL 9.npy
DECIDE,61,DECIDE 1.npy;DECIDE 10.npy;DECIDE 11.npy;DECIDE 12.npy;DECIDE 13.npy;DECIDE 14.npy;DECIDE 15.npy;DECIDE 16.npy;DECIDE 17.npy;DECIDE 18.npy;DECIDE 19.npy;DECIDE 2.npy;DECIDE 20.npy;DECIDE 21.npy;DECIDE 22.npy;DECIDE 23.npy;DECIDE 24.npy;DECIDE 25.npy;DECIDE 26.npy;DECIDE 27.npy;DECIDE 28.npy;DECIDE 29.npy;DECIDE 3.npy;DECIDE 30.npy;DECIDE 31.npy;DECIDE 32.npy;DECIDE 33.npy;DECIDE 34.npy;DECIDE 35.npy;DECIDE 36.npy;DECIDE 37.npy;DECIDE 38.npy;DECIDE 39.npy;DECIDE 4.npy;DECIDE 40.npy;DECIDE 41.npy;DECIDE 42.npy;DECIDE 43.npy;DECIDE 44.npy;DECIDE 45.npy;DECIDE 46.npy;DECIDE 47.npy;DECIDE 48.npy;DECIDE 49.npy;DECIDE 5.npy;DECIDE 50.npy;DECIDE 51.npy;DECIDE 52.npy;DECIDE 53.npy;DECIDE 54.npy;DECIDE 55.npy;DECIDE 56.npy;DECIDE 57.npy;DECIDE 58.npy;DECIDE 59.npy;DECIDE 6.npy;DECIDE 60.npy;DECIDE 61.npy;DECIDE 7.npy;DECIDE 8.npy;DECIDE 9.npy
WARN,31,WARN 1.npy;WARN 10.npy;WARN 11.npy;WARN 12.npy;WARN 13.npy;WARN 14.npy;WARN 15.npy;WARN 16.npy;WARN 17.npy;WARN 18.npy;WARN 19.npy;WARN 2.npy;WARN 20.npy;WARN 21.npy;WARN 22.npy;WARN 23.npy;WARN 24.npy;WARN 25.npy;WARN 26.npy;WARN 27.npy;WARN 28.npy;WARN 29.npy;WARN 3.npy;WARN 30.npy;WARN 31.npy;WARN 4.npy;WARN 5.npy;WARN 6.npy;WARN 7.npy;WARN 8.npy;WARN 9.npy
KEY,31,KEY 1.npy;KEY 10.npy;KEY 11.npy;KEY 12.npy;KEY 13.npy;KEY 14.npy;KEY 15.npy;KEY 16.npy;KEY 17.npy;KEY 18.npy;KEY 19.npy;KEY 2.npy;KEY 20.npy;KEY 21.npy;KEY 22.npy;KEY 23.npy;KEY 24.npy;KEY 25.npy;KEY 26.npy;KEY 27.npy;KEY 28.npy;KEY 29.npy;KEY 3.npy;KEY 30.npy;KEY 31.npy;KEY 4.npy;KEY 5.npy;KEY 6.npy;KEY 7.npy;KEY 8.npy;KEY 9.npy
LOOK FOR,30,LOOK FOR 1.npy;LOOK FOR 10.npy;LOOK FOR 11.npy;LOOK FOR 12.npy;LOOK FOR 13.npy;LOOK FOR 14.npy;LOOK FOR 15.npy;LOOK FOR 16.npy;LOOK FOR 17.npy;LOOK FOR 18.npy;LOOK FOR 19.npy;LOOK FOR 2.npy;LOOK FOR 20.npy;LOOK FOR 21.npy;LOOK FOR 22.npy;LOOK FOR 23.npy;LOOK FOR 24.npy;LOOK FOR 25.npy;LOOK FOR 26.npy;LOOK FOR 27.npy;LOOK FOR 28.npy;LOOK FOR 29.npy;LOOK FOR 3.npy;LOOK FOR 30.npy;LOOK FOR 4.npy;LOOK FOR 5.npy;LOOK FOR 6.npy;LOOK FOR 7.npy;LOOK FOR 8.npy;LOOK FOR 9.npy
FEEL,31,FEEL 1.npy;FEEL 10.npy;FEEL 11.npy;FEEL 12.npy;FEEL 13.npy;FEEL 14.npy;FEEL 15.npy;FEEL 16.npy;FEEL 17.npy;FEEL 18.npy;FEEL 19.npy;FEEL 2.npy;FEEL 20.npy;FEEL 21.npy;FEEL 22.npy;FEEL 23.npy;FEEL 24.npy;FEEL 25.npy;FEEL 26.npy;FEEL 27.npy;FEEL 28.npy;FEEL 29.npy;FEEL 3.npy;FEEL 30.npy;FEEL 31.npy;FEEL 4.npy;FEEL 5.npy;FEEL 6.npy;FEEL 7.npy;FEEL 8.npy;FEEL 9.npy
HIGH,29,HIGH 1.npy;HIGH 10.npy;HIGH 11.npy;HIGH 12.npy;HIGH 13.npy;HIGH 14.npy;HIGH 15.npy;HIGH 16.npy;HIGH 17.npy;HIGH 18.npy;HIGH 19.npy;HIGH 2.npy;HIGH 20.npy;HIGH 21.npy;HIGH 22.npy;HIGH 23.npy;HIGH 24.npy;HIGH 25.npy;HIGH 26.npy;HIGH 27.npy;HIGH 28.npy;HIGH 29.npy;HIGH 3.npy;HIGH 4.npy;HIGH 5.npy;HIGH 6.npy;HIGH 7.npy;HIGH 8.npy;HIGH 9.npy
TIRED,30,TIRED 1.npy;TIRED 10.npy;TIRED 11.npy;TIRED 12.npy;TIRED 13.npy;TIRED 14.npy;TIRED 15.npy;TIRED 16.npy;TIRED 17.npy;TIRED 18.npy;TIRED 19.npy;TIRED 2.npy;TIRED 20.npy;TIRED 21.npy;TIRED 22.npy;TIRED 23.npy;TIRED 24.npy;TIRED 25.npy;TIRED 26.npy;TIRED 27.npy;TIRED 28.npy;TIRED 29.npy;TIRED 3.npy;TIRED 30.npy;TIRED 4.npy;TIRED 5.npy;TIRED 6.npy;TIRED 7.npy;TIRED 8.npy;TIRED 9.npy
KNOW,31,KNOW 1.npy;KNOW 10.npy;KNOW 11.npy;KNOW 12.npy;KNOW 13.npy;KNOW 14.npy;KNOW 15.npy;KNOW 16.npy;KNOW 17.npy;KNOW 18.npy;KNOW 19.npy;KNOW 2.npy;KNOW 20.npy;KNOW 21.npy;KNOW 22.npy;KNOW 23.npy;KNOW 24.npy;KNOW 25.npy;KNOW 26.npy;KNOW 27.npy;KNOW 28.npy;KNOW 29.npy;KNOW 3.npy;KNOW 30.npy;KNOW 31.npy;KNOW 4.npy;KNOW 5.npy;KNOW 6.npy;KNOW 7.npy;KNOW 8.npy;KNOW 9.npy
EQUAL,30,EQUAL 1.npy;EQUAL 10.npy;EQUAL 11.npy;EQUAL 12.npy;EQUAL 13.npy;EQUAL 14.npy;EQUAL 15.npy;EQUAL 16.npy;EQUAL 17.npy;EQUAL 18.npy;EQUAL 19.npy;EQUAL 2.npy;EQUAL 20.npy;EQUAL 21.npy;EQUAL 22.npy;EQUAL 23.npy;EQUAL 24.npy;EQUAL 25.npy;EQUAL 26.npy;EQUAL 27.npy;EQUAL 28.npy;EQUAL 29.npy;EQUAL 3.npy;EQUAL 30.npy;EQUAL 4.npy;EQUAL 5.npy;EQUAL 6.npy;EQUAL 7.npy;EQUAL 8.npy;EQUAL 9.npy
MORE,31,MORE 1.npy;MORE 10.npy;MORE 11.npy;MORE 12.npy;MORE 13.npy;MORE 14.npy;MORE 15.npy;MORE 16.npy;MORE 17.npy;MORE 18.npy;MORE 19.npy;MORE 2.npy;MORE 20.npy;MORE 21.npy;MORE 22.npy;MORE 23.npy;MORE 24.npy;MORE 25.npy;MORE 26.npy;MORE 27.npy;MORE 28.npy;MORE 29.npy;MORE 3.npy;MORE 30.npy;MORE 31.npy;MORE 4.npy;MORE 5.npy;MORE 6.npy;MORE 7.npy;MORE 8.npy;MORE 9.npy
HOCKEY,31,HOCKEY 1.npy;HOCKEY 10.npy;HOCKEY 11.npy;HOCKEY 12.npy;HOCKEY 13.npy;HOCKEY 14.npy;HOCKEY 15.npy;HOCKEY 16.npy;HOCKEY 17.npy;HOCKEY 18.npy;HOCKEY 19.npy;HOCKEY 2.npy;HOCKEY 20.npy;HOCKEY 21.npy;HOCKEY 22.npy;HOCKEY 23.npy;HOCKEY 24.npy;HOCKEY 25.npy;HOCKEY 26.npy;HOCKEY 27.npy;HOCKEY 28.npy;HOCKEY 29.npy;HOCKEY 3.npy;HOCKEY 30.npy;HOCKEY 31.npy;HOCKEY 4.npy;HOCKEY 5.npy;HOCKEY 6.npy;HOCKEY 7.npy;HOCKEY 8.npy;HOCKEY 9.npy
PRINT,31,PRINT 1.npy;PRINT 10.npy;PRINT 11.npy;PRINT 12.npy;PRINT 13.npy;PRINT 14.npy;PRINT 15.npy;PRINT 16.npy;PRINT 17.npy;PRINT 18.npy;PRINT 19.npy;PRINT 2.npy;PRINT 20.npy;PRINT 21.npy;PRINT 22.npy;PRINT 23.npy;PRINT 24.npy;PRINT 25.npy;PRINT 26.npy;PRINT 27.npy;PRINT 28.npy;PRINT 29.npy;PRINT 3.npy;PRINT 30.npy;PRINT 31.npy;PRINT 4.npy;PRINT 5.npy;PRINT 6.npy;PRINT 7.npy;PRINT 8.npy;PRINT 9.npy
MONDAY,31,MONDAY 1.npy;MONDAY 10.npy;MONDAY 11.npy;MONDAY 12.npy;MONDAY 13.npy;MONDAY 14.npy;MONDAY 15.npy;MONDAY 16.npy;MONDAY 17.npy;MONDAY 18.npy;MONDAY 19.npy;MONDAY 2.npy;MONDAY 20.npy;MONDAY 21.npy;MONDAY 22.npy;MONDAY 23.npy;MONDAY 24.npy;MONDAY 25.npy;MONDAY 26.npy;MONDAY 27.npy;MONDAY 28.npy;MONDAY 29.npy;MONDAY 3.npy;MONDAY 30.npy;MONDAY 31.npy;MONDAY 4.npy;MONDAY 5.npy;MONDAY 6.npy;MONDAY 7.npy;MONDAY 8.npy;MONDAY 9.npy
PRETTY,30,PRETTY 1.npy;PRETTY 10.npy;PRETTY 11.npy;PRETTY 12.npy;PRETTY 13.npy;PRETTY 14.npy;PRETTY 15.npy;PRETTY 16.npy;PRETTY 17.npy;PRETTY 18.npy;PRETTY 19.npy;PRETTY 2.npy;PRETTY 20.npy;PRETTY 21.npy;PRETTY 22.npy;PRETTY 23.npy;PRETTY 24.npy;PRETTY 25.npy;PRETTY 26.npy;PRETTY 27.npy;PRETTY 28.npy;PRETTY 29.npy;PRETTY 3.npy;PRETTY 30.npy;PRETTY 4.npy;PRETTY 5.npy;PRETTY 6.npy;PRETTY 7.npy;PRETTY 8.npy;PRETTY 9.npy
